30, 5.655644178390503
29, 5.5089123249053955
28, 7.412330389022827
27, 5.716270923614502
26, 8.300811290740967
25, 6.925327301025391
24, 6.353117942810059
23, 4.884378671646118
22, 7.364868640899658
21, 6.098651170730591
20, 4.937395334243774
19, 6.071016073226929
18, 5.772968292236328
17, 5.090692043304443
16, 3.9730703830718994
15, 5.927521467208862
14, 4.436697244644165
13, 3.646648406982422
12, 3.9939112663269043
11, 6.543454885482788
10, 3.945329189300537
9, 4.7034502029418945
8, 3.7325809001922607
7, 4.28045654296875
6, 3.143723249435425
5, 2.5809779167175293
4, 2.2441186904907227
3, 1.892354965209961
2, 1.5528450012207031
1, 1.303070306777954
