30, 32.752474784851074
29, 30.559536457061768
28, 29.0292546749115
27, 24.778181791305542
26, 23.58789610862732
25, 25.191511631011963
24, 28.05194616317749
23, 21.22442102432251
22, 18.91006827354431
21, 19.982082843780518
20, 17.894365310668945
19, 15.945930004119873
18, 14.958536386489868
17, 13.343527793884277
16, 12.020423889160156
15, 12.457432270050049
14, 10.6389479637146
13, 7.7596495151519775
12, 10.682703018188477
11, 7.839383602142334
10, 6.016773462295532
9, 8.53733515739441
8, 4.560893774032593
7, 3.8751516342163086
6, 4.1566526889801025
5, 5.064755439758301
4, 3.0292463302612305
3, 2.083894729614258
2, 1.6036121845245361
1, 1.3281075954437256
